titulo;tamanho;links;categorias;;;;;;;;;;;
;;;;Beebox;1835;22;0;;;;;;;
;;;;Ellian Zahra;1836;27;3;;;;;;;
;;;;Primeira Luz;1837;20;1;;;;;;;
;;;;1986;1838;40;1;;;;;;;
;;;;Haruun Kal;1838;24;1;;;;;;;
;;;;Durkteel;1842;15;1;;;;;;;
;;;;Barão;1843;17;2;;;;;;;
;;;;Star Wars: Commander;1845;0;0;;;;;;;
;;;;Core Envoy;1849;15;2;;;;;;;
;;;;Guarnição;1849;24;2;;;;;;;
;;;;Duquesa Senna (Corveta Martelo);1850;9;1;;;;;;;
;;;;Garrick Versio;1853;29;4;;;;;;;
;;;;Ophim;1853;27;3;;;;;;;
;;;;Soot;1853;37;1;;;;;;;
;;;;Jai Kell;1854;17;1;;;;;;;
;;;;Stephen J. Sansweet;1855;14;3;;;;;;;
;;;;Soberano;1859;19;2;;;;;;;
;;;;23 de Abril;1860;40;0;;;;;;;
;;;;Twentieth Century Fox Film Corporation;1861;9;1;;;;;;;
;;;;Arim Meensa;1862;31;6;;;;;;;
;;;;Batalha da Cidade Central em Uyter;1862;25;1;;;;;;;
;;;;Sistema Cantonica;1862;17;0;;;;;;;
;;;;Chad;1865;24;1;;;;;;;
;;;;Autocanhão orbital;1865;10;1;;;;;;;
;;;;Star Wars: X-Wing Esquadrão Rebelde: A Serviço do Império;1868;26;1;;;;;;;
;;;;Batalha de Cawa;1868;28;1;;;;;;;
;;;;Chubor;1870;30;3;;;;;;;
;;;;Star Wars Battlefront: Renegade Squadron;1872;12;3;;;;;;;
;;;;Assaulto na Cidade Capital;1872;25;2;;;;;;;
;;;;Stellar Vista (iate);1874;14;1;;;;;;;
;;;;Kessel;1875;25;1;;;;;;;
;;;;Oculus;1875;15;1;;;;;;;
;;;;Buraco negro;1876;30;1;;;;;;;
;;;;Perwin Gedde;1876;23;3;;;;;;;
;;;;Sistema Mandalore;1877;13;2;;;;;;;
;;;;1980;1878;23;1;;;;;;;
;;;;Sindicato Pyke;1878;26;1;;;;;;;
;;;;Anos 1930;1883;80;1;;;;;;;
;;;;Flecha de Amity (Corveta Martelo);1883;9;1;;;;;;;
;;;;Niem Numb;1885;27;3;;;;;;;
;;;;Sistema Endor;1887;26;1;;;;;;;
;;;;Enforcer (Destróier);1887;15;2;;;;;;;
;;;;Suralinda Javos;1887;28;3;;;;;;;
;;;;Cargueiro YT-209;1888;18;2;;;;;;;
;;;;Magna Tolvan;1890;28;3;;;;;;;
;;;;32ª Unidade de Infantaria da Rebelião;1892;24;1;;;;;;;
;;;;Ankhural;1894;21;1;;;;;;;
;;;;Lançador de mísseis de concussão;1894;22;0;;;;;;;
;;;;Even Piell;1897;30;5;;;;;;;
;;;;Cycyed Ock;1898;27;3;;;;;;;
;;;;Crix Madine;1899;33;6;;;;;;;
;;;;Estaleiro Yaga Menor;1899;12;2;;;;;;;
;;;;Sistema Ryloth;1902;18;2;;;;;;;
;;;;Kupohano;1905;24;2;;;;;;;
;;;;Spennie;1907;22;4;;;;;;;
;;;;Zanbar;1908;22;1;;;;;;;
;;;;Batalha de Zanbar;1908;30;1;;;;;;;
;;;;Goliath (cargueiro);1908;21;2;;;;;;;
;;;;Trooper de Foguete;1908;14;0;;;;;;;
;;;;Lurmen;1910;24;3;;;;;;;
;;;;Quarzite;1915;12;1;;;;;;;
;;;;Star Wars: Droids;1916;21;1;;;;;;;
;;;;CZ-246;1916;14;0;;;;;;;
;;;;Mixx;1920;35;1;;;;;;;
;;;;Rattatak;1920;12;1;;;;;;;
;;;;Katuunko;1921;20;3;;;;;;;
;;;;1981;1923;37;1;;;;;;;
;;;;Denon;1926;26;3;;;;;;;
;;;;Kazuda Xiono;1926;14;4;;;;;;;
;;;;Insurreição de Jedha;1930;45;2;;;;;;;
;;;;2010;1931;35;1;;;;;;;
;;;;Esquadrão Azul (Resistência);1931;23;1;;;;;;;
;;;;Sistema Garel;1932;16;1;;;;;;;
;;;;Compliant (Destróier);1933;15;2;;;;;;;
;;;;Jom Barell;1934;37;4;;;;;;;
;;;;Star Wars: The Clone Wars Republic Heroes;1935;18;1;;;;;;;
;;;;Pai (Mortis);1938;25;2;;;;;;;
;;;;Setor Sluis;1938;18;1;;;;;;;
;;;;Praça do Monumento;1938;17;0;;;;;;;
;;;;Palácio de Dookan;1939;30;2;;;;;;;
;;;;Garel;1940;18;3;;;;;;;
;;;;Líder Supremo;1942;14;2;;;;;;;
;;;;Ferric Obdur;1945;20;1;;;;;;;
;;;;Setor Savareen;1946;30;1;;;;;;;
;;;;Sistema Dagobah;1946;18;2;;;;;;;
;;;;Esquadrão Inferno (Resistência);1947;19;1;;;;;;;
;;;;Vespa Trovejante (classe Arquitens);1949;20;2;;;;;;;
;;;;Star Wars: Darth Maul—Death Sentence 1;1950;21;1;;;;;;;
;;;;Universo Star Wars 1;1950;32;0;;;;;;;
;;;;Almanaque Jedi;1956;17;2;;;;;;;
;;;;Millius Prime;1958;26;2;;;;;;;
;;;;Drua;1958;29;3;;;;;;;
;;;;Célula de Berch Teller;1960;34;1;;;;;;;
;;;;1 de Março;1960;43;0;;;;;;;
;;;;Faylin;1961;27;4;;;;;;;
;;;;Ando;1963;33;5;;;;;;;
;;;;Guerras Clônicas Capítulo 18;1964;19;1;;;;;;;
;;;;Bail Organa;1967;32;1;;;;;;;
;;;;Cruzador Immobilizer 418;1967;17;2;;;;;;;
;;;;2 ABY;1969;12;1;;;;;;;
;;;;Kirames Kaj;1974;29;2;;;;;;;
;;;;Star Wars: Império Despedaçado;1975;18;1;;;;;;;
;;;;Anel de Kafrene;1975;17;0;;;;;;;
;;;;10 de Janeiro;1978;37;2;;;;;;;
;;;;Wobani;1978;27;2;;;;;;;
;;;;Kongo;1979;20;2;;;;;;;
;;;;Empire's End (áudio);1980;38;2;;;;;;;
;;;;Clawdite;1980;29;4;;;;;;;
;;;;Império (desambiguação);1982;34;1;;;;;;;
;;;;1984;1982;26;1;;;;;;;
;;;;Jaycris Tubbs;1982;15;1;;;;;;;
;;;;LEGO Star Wars: A Ameaça Padawan;1985;33;2;;;;;;;
;;;;Uyter;1985;24;1;;;;;;;
;;;;Star Wars Adventure Journal 2;1987;37;1;;;;;;;
;;;;Star Wars: The Clone Wars: Jedi Alliance;1989;15;2;;;;;;;
;;;;Saleucami;1989;26;1;;;;;;;
;;;;Knotts;1989;27;3;;;;;;;
;;;;Halsey;1989;34;3;;;;;;;
;;;;Trooper de Tanque;1990;14;1;;;;;;;
;;;;Star Wars: Darth Vader: Dark Lord of the Sith;1992;14;1;;;;;;;
;;;;Refnu;1994;18;1;;;;;;;
;;;;Korr Sella;1995;33;3;;;;;;;
;;;;Mariposa (Cargueiro);1995;15;2;;;;;;;
;;;;Posto avançado Beta;1997;24;1;;;;;;;
;;;;Hurst Romodi;1998;22;3;;;;;;;
;;;;Ewoks: Segunda Temporada;1999;72;1;;;;;;;
;;;;Star Wars 2 (Ediouro);2000;27;1;;;;;;;
;;;;Takodana;2000;20;1;;;;;;;
;;;;Almec;2000;31;5;;;;;;;
;;;;Princesa Leia_ Parte I;2001;44;1;;;;;;;
;;;;Toydaria;2001;25;2;;;;;;;
;;;;Morai;2002;16;2;;;;;;;
;;;;Templo de Kyber;2005;27;0;;;;;;;
;;;;2007;2007;39;1;;;;;;;
;;;;Shieldmaiden;2009;26;1;;;;;;;
;;;;Antrot;2014;27;3;;;;;;;
;;;;Dark Forces: Jedi Knight (áudio);2015;59;2;;;;;;;
;;;;Sistema Mon Cala;2015;22;2;;;;;;;
;;;;Eskro Casrich;2016;31;5;;;;;;;
;;;;Caça estelar de ReConhecimento Agressivo 170;2018;14;1;;;;;;;
;;;;Rio Durant;2018;20;3;;;;;;;
;;;;Orson Callan Krennic;2019;23;3;;;;;;;
;;;;2011;2023;44;1;;;;;;;
;;;;Eshgo;2025;30;4;;;;;;;
;;;;Massacres em Orto Plutonia;2028;26;1;;;;;;;
;;;;Filha;2028;19;2;;;;;;;
;;;;Adjudicador (classe Imperial);2029;19;2;;;;;;;
;;;;Mudhorn;2034;15;2;;;;;;;
;;;;Sistema Anoat;2035;31;1;;;;;;;
;;;;Operações de Pacificação da Extensão Ocidental;2035;20;1;;;;;;;
;;;;Repressão (classe Imperial);2035;17;1;;;;;;;
;;;;Nebulosa Monsua;2039;17;2;;;;;;;
;;;;1 de Fevereiro;2040;41;2;;;;;;;
;;;;Bastinade (T-4a);2040;19;1;;;;;;;
;;;;Coronet;2041;24;0;;;;;;;
;;;;Cruzador Detainer CC-2200;2045;18;2;;;;;;;
;;;;2012;2047;36;1;;;;;;;
;;;;Cruzador Pesado classe Maxima-A;2049;14;3;;;;;;;
;;;;Big-Mouth;2051;41;1;;;;;;;
;;;;Grek;2058;29;3;;;;;;;
;;;;Sugi (espécie);2059;21;3;;;;;;;
;;;;Cargueiro YT-1000;2062;17;2;;;;;;;
;;;;Stomeroni Starck;2062;20;3;;;;;;;
;;;;Cor;2064;20;2;;;;;;;
;;;;Sensível à Força;2064;18;2;;;;;;;
;;;;Galaxy Guide;2065;23;1;;;;;;;
;;;;Tiplee;2066;28;4;;;;;;;
;;;;Insurgência em Ryloth;2070;27;1;;;;;;;
;;;;Yavin Prime;2072;29;2;;;;;;;
;;;;YT-450;2072;18;2;;;;;;;
;;;;Computador pessoal;2075;47;1;;;;;;;
;;;;Cidade de Garel;2076;22;2;;;;;;;
;;;;Sesid;2077;22;1;;;;;;;
;;;;Shriv Suurgav;2077;26;3;;;;;;;
;;;;Leevan Tenza;2079;27;3;;;;;;;
;;;;Valco Pandion;2081;31;4;;;;;;;
;;;;Star Wars Insider;2084;18;3;;;;;;;
;;;;Kiffar;2084;29;3;;;;;;;
;;;;Star Wars Episode I: The Phantom Menace (romance);2088;22;1;;;;;;;
;;;;Kaylon;2089;37;1;;;;;;;
;;;;Wullf Yularen;2092;37;6;;;;;;;
;;;;Lee-Char;2093;27;6;;;;;;;
;;;;John Williams;2097;24;2;;;;;;;
;;;;Posto avançado de Crait;2099;29;1;;;;;;;
;;;;Guerras Sith;2100;47;2;;;;;;;
;;;;Chris Weitz;2100;23;2;;;;;;;
;;;;Star Wars: Obsessão 4;2102;39;1;;;;;;;
;;;;Setor Anoat;2103;35;1;;;;;;;
;;;;Ataque a Lucazec;2104;27;1;;;;;;;
;;;;Star Wars: Poe Dameron;2104;8;1;;;;;;;
;;;;Gigante Gasoso;2107;24;1;;;;;;;
;;;;Drim;2107;31;4;;;;;;;
;;;;1 de Maio;2107;47;0;;;;;;;
;;;;Adam Driver;2109;12;1;;;;;;;
;;;;Sistema Alderaan;2109;23;0;;;;;;;
;;;;Mygeeto;2110;27;2;;;;;;;
;;;;Berisse Sai;2110;42;3;;;;;;;
;;;;Remo;2113;38;1;;;;;;;
;;;;Arro Basteren;2117;40;5;;;;;;;
;;;;Angry Birds Star Wars II;2118;27;3;;;;;;;
;;;;Sakiyano;2118;12;0;;;;;;;
;;;;Wullffwarro;2119;24;3;;;;;;;
;;;;Anexo:Lista de planetas de Star Wars;2120;69;0;;;;;;;
;;;;Cerco a Lasan;2121;23;0;;;;;;;
;;;;Guerreiros Kage;2123;30;2;;;;;;;
;;;;Peter Serafinowicz;2126;20;1;;;;;;;
;;;;Nordon;2126;33;4;;;;;;;
;;;;Ultimate Star Wars;2127;20;1;;;;;;;
;;;;Provação (romance);2127;27;1;;;;;;;
;;;;Tulon Voidgazer;2128;28;3;;;;;;;
;;;;Batalha de Nakadia;2132;25;1;;;;;;;
;;;;Aleena;2134;33;3;;;;;;;
;;;;Guardiões dos Whills;2135;27;1;;;;;;;
;;;;Wiki Star Wars Fanon em Português;2136;18;1;;;;;;;
;;;;Star Wars Legends 3;2137;26;1;;;;;;;
;;;;Dodd Racint;2137;28;4;;;;;;;
;;;;Jimmon Arbmab;2142;30;3;;;;;;;
;;;;Thara Nyende;2143;35;4;;;;;;;
;;;;Abril;2145;49;1;;;;;;;
;;;;Perigo;2146;32;2;;;;;;;
;;;;Kallon;2148;31;3;;;;;;;
;;;;Jones;2150;21;3;;;;;;;
;;;;Rackham Sear;2154;33;3;;;;;;;
;;;;Berch Teller;2155;28;5;;;;;;;
;;;;Nave de guerra de Berch Teller;2156;19;3;;;;;;;
;;;;Nobre;2158;23;2;;;;;;;
;;;;Era da República;2159;32;1;;;;;;;
;;;;Soulcalibur IV;2160;8;1;;;;;;;
;;;;Zay Versio;2160;21;3;;;;;;;
;;;;Star Wars 1 (Ediouro);2161;22;1;;;;;;;
;;;;Revolta de Coruscant;2161;26;2;;;;;;;
;;;;Queda de Lasan;2163;19;0;;;;;;;
;;;;Luminara Unduli;2164;36;3;;;;;;;
;;;;Batalha em Ord Mantell;2167;42;1;;;;;;;
;;;;Galeria de imagens de Darth Maul;2169;28;1;;;;;;;
;;;;Crost;2171;32;5;;;;;;;
;;;;Campanha de Berch Teller;2173;40;2;;;;;;;
;;;;Thane Kyrell;2174;33;8;;;;;;;
;;;;Conselho do Futuro Imperial;2175;39;1;;;;;;;
;;;;Star Wars 3 (Ediouro);2177;30;1;;;;;;;
;;;;Vasp Vaspar;2177;16;2;;;;;;;
;;;;SS-54 Armada;2178;10;2;;;;;;;
;;;;Star Wars: Blogs;2189;3;1;;;;;;;
;;;;Projeção da Força;2189;19;1;;;;;;;
;;;;Star Wars Racer Arcade;2193;35;4;;;;;;;
;;;;Wii;2196;32;1;;;;;;;
;;;;Esquadrão Cinza;2198;32;0;;;;;;;
;;;;Droide de segurança;2201;24;1;;;;;;;
;;;;Star Wars: A Caçada de Darth Vader;2202;27;1;;;;;;;
;;;;Nix Jerd;2202;24;0;;;;;;;
;;;;Star Wars Legends 2;2204;26;1;;;;;;;
;;;;Sistema Geonosis;2205;21;2;;;;;;;
;;;;Setor Chommell;2207;25;1;;;;;;;
;;;;Fossil;2208;23;1;;;;;;;
;;;;Stordan Tonc;2210;36;5;;;;;;;
;;;;Cidade da República;2215;33;2;;;;;;;
;;;;Insurreição em Kardoa;2216;51;1;;;;;;;
;;;;Taris;2218;34;4;;;;;;;
;;;;Kleeve;2224;44;4;;;;;;;
;;;;Hays Minor;2224;24;2;;;;;;;
;;;;Sistema Hoth;2226;29;0;;;;;;;
;;;;Nossor Ri;2227;29;4;;;;;;;
;;;;Star Wars Miniatures;2235;29;1;;;;;;;
;;;;Tholme;2238;35;3;;;;;;;
;;;;Lokmarcha;2246;37;3;;;;;;;
;;;;Arik Uvis;2249;27;3;;;;;;;
;;;;Vulptex;2250;20;1;;;;;;;
;;;;Batalha de Rishi;2251;30;2;;;;;;;
;;;;Liberator;2251;20;2;;;;;;;
;;;;Lyn Me;2259;27;3;;;;;;;
;;;;Michael Reaves;2261;46;1;;;;;;;
;;;;Comissão de Preservação da Nova Ordem;2261;20;1;;;;;;;
;;;;TheForce.net;2262;13;1;;;;;;;
;;;;Goneril;2263;28;3;;;;;;;
;;;;Teräs Käsi;2264;25;1;;;;;;;
;;;;Devaron;2274;21;1;;;;;;;
;;;;Batalha de Haidoral Prime;2276;19;1;;;;;;;
;;;;Star Wars: Obsessão 3;2286;46;1;;;;;;;
;;;;Star Wars: Contract of Evil;2293;9;1;;;;;;;
;;;;Suday Bascus;2293;29;3;;;;;;;
;;;;Droide astromecânico;2296;21;0;;;;;;;
;;;;4-LOM;2298;36;4;;;;;;;
;;;;Crise Separatista;2299;22;1;;;;;;;
;;;;Esquadrão Dominó;2300;25;2;;;;;;;
;;;;Departamento de Segurança Imperial;2309;34;1;;;;;;;
;;;;Base Crait;2309;28;0;;;;;;;
;;;;Yogar Lyste;2309;28;0;;;;;;;
;;;;R2;2311;64;0;;;;;;;
;;;;The Clone Wars Episode Guides;2316;11;1;;;;;;;
;;;;Missão a Rodia (Luke Skywalker);2316;37;1;;;;;;;
;;;;Corporação de Caças da Nova República;2316;26;1;;;;;;;
;;;;Esquadrão Caveira;2317;35;3;;;;;;;
;;;;Setor Atravis;2318;29;1;;;;;;;
;;;;Star Wars: Rogue One: The Ultimate Visual Guide;2319;13;0;;;;;;;
;;;;Rainha Karina;2324;13;0;;;;;;;
;;;;Kendal Ozzel;2328;37;4;;;;;;;
;;;;Rebelião armada no setor Atrivis;2330;27;1;;;;;;;
;;;;Sabé;2334;32;3;;;;;;;
;;;;Star Wars (On Line);2335;30;1;;;;;;;
;;;;Guerras Clônicas Capítulo 12;2339;23;1;;;;;;;
;;;;Star Wars Legends 1;2339;30;1;;;;;;;
;;;;Rae Sloane;2341;41;4;;;;;;;
;;;;Ranolfo;2343;18;2;;;;;;;
;;;;2005;2344;43;1;;;;;;;
;;;;Dryden Vos;2344;26;5;;;;;;;
;;;;Guarnição Scarif;2345;37;1;;;;;;;
;;;;Star Wars: The Rise of Skywalker: The Visual Dictionary;2345;12;2;;;;;;;
;;;;Fazenda de umidade;2348;34;1;;;;;;;
;;;;Setor Alderaan;2348;25;1;;;;;;;
;;;;Leader Negro;2350;33;1;;;;;;;
;;;;Nave de Combate Dorneana;2352;13;1;;;;;;;
;;;;Ryloth;2354;42;1;;;;;;;
;;;;Ministro;2356;19;1;;;;;;;
;;;;Kaddak;2357;52;1;;;;;;;
;;;;Espaçonave Nubiana 327 tipo J;2361;22;1;;;;;;;
;;;;Ataque ao Destróier Perigo;2364;26;1;;;;;;;
;;;;Morad Sumar;2366;20;0;;;;;;;
;;;;Marvel Star Wars 107: All Together Now;2367;55;1;;;;;;;
;;;;Star Wars 6 (On Line);2368;34;1;;;;;;;
;;;;Star Wars 1 (On Line);2369;37;1;;;;;;;
;;;;Star Wars 7 (On Line);2370;34;1;;;;;;;
;;;;Batalha de Obumudo;2371;27;1;;;;;;;
;;;;Anchorhead;2372;16;0;;;;;;;
;;;;1985;2373;58;1;;;;;;;
;;;;Filho;2373;18;2;;;;;;;
;;;;E-11D;2376;29;2;;;;;;;
;;;;Iluminadora (Corveta Martelo);2382;15;1;;;;;;;
;;;;Jas Emari;2384;36;3;;;;;;;
;;;;Cavaleiros de Ren;2390;24;2;;;;;;;
;;;;Saques em Grande Seswenna;2393;20;1;;;;;;;
;;;;Star Wars: Bounty Hunter;2394;27;2;;;;;;;
;;;;Moraband;2394;22;1;;;;;;;
;;;;Star Wars: Darth Maul (Dark Horse);2398;38;1;;;;;;;
;;;;Star Wars 20 (On Line);2400;33;1;;;;;;;
;;;;Keira Knightley;2401;21;1;;;;;;;
;;;;Ala Âmbar;2401;32;1;;;;;;;
;;;;Sombra Coletiva;2402;38;1;;;;;;;
;;;;Dark Horse Comics;2404;48;1;;;;;;;
;;;;Lasan;2410;27;0;;;;;;;
;;;;Star Wars: The Force Unleashed: Ultimate Sith Edition;2412;42;4;;;;;;;
;;;;Star Wars 11 (On Line);2413;34;1;;;;;;;
;;;;Star Wars 8 (On Line);2414;35;1;;;;;;;
;;;;Serenno;2414;25;6;;;;;;;
;;;;Adelhard;2415;21;3;;;;;;;
;;;;Plataforma Aérea Monolugar;2416;23;3;;;;;;;
;;;;Ark Angel;2419;20;1;;;;;;;
;;;;Batalha de Haruun Kal;2421;49;2;;;;;;;
;;;;Raide (classe Venator);2423;22;2;;;;;;;
;;;;Medusa aquática;2424;25;5;;;;;;;
;;;;Temiri Blagg;2432;29;4;;;;;;;
;;;;Star Wars 12 (On Line);2433;34;1;;;;;;;
;;;;Aki-Aki;2433;23;2;;;;;;;
;;;;Darth Vader 3: Vader_ Parte III;2434;36;1;;;;;;;
;;;;Embaixador;2441;21;0;;;;;;;
;;;;Novo batalhão de Depa Billaba;2442;58;1;;;;;;;
;;;;Destróier Estelar classe Interditor Imperial;2443;10;0;;;;;;;
;;;;Ahch-To;2446;31;1;;;;;;;
;;;;Belkor Dray;2446;33;3;;;;;;;
;;;;Star Wars 4 (On Line);2447;34;1;;;;;;;
;;;;Star Wars Adventure Journal 1;2452;41;1;;;;;;;
;;;;Nahdar Vebb;2455;33;3;;;;;;;
;;;;Esquadrão Azul (Aliança Rebelde);2456;25;0;;;;;;;
;;;;Flametrooper (Primeira Ordem);2457;26;1;;;;;;;
;;;;Star Wars 9 (On Line);2458;35;1;;;;;;;
;;;;Polis Massa;2459;34;2;;;;;;;
;;;;Batalha de Sevarcos;2465;31;1;;;;;;;
;;;;Ursa Wren;2468;29;5;;;;;;;
;;;;Savareen;2468;19;2;;;;;;;
;;;;Darth Vader 2: Vader_ Parte II;2475;43;1;;;;;;;
;;;;Caluan Ematt;2476;32;0;;;;;;;
;;;;Operação Cinzas;2476;39;1;;;;;;;
;;;;Halo (Cargueiro);2476;19;1;;;;;;;
;;;;Coburn Sear;2481;43;3;;;;;;;
;;;;Star Wars 10 (On Line);2482;35;1;;;;;;;
;;;;Star Wars 5 (On Line);2484;35;1;;;;;;;
;;;;Cudgel (T-4a);2486;28;1;;;;;;;
;;;;Ashla (Jedi);2489;42;3;;;;;;;
;;;;Truncheon (T-4a);2490;28;1;;;;;;;
;;;;Star Wars: Jango Fett Mercenário;2493;35;1;;;;;;;
;;;;Star Wars: Rogue Squadron;2493;23;1;;;;;;;
;;;;TIE/D Defensor;2499;26;2;;;;;;;
;;;;Swoop;2500;27;1;;;;;;;
;;;;Arvala-7;2502;20;1;;;;;;;
;;;;Batalha de Korriban;2511;38;0;;;;;;;
;;;;Setor Corporativo;2513;25;1;;;;;;;
;;;;Império Despedaçado_ Parte II;2514;57;1;;;;;;;
;;;;Pantora;2517;11;0;;;;;;;
;;;;Star Wars 2 (On Line);2518;37;1;;;;;;;
;;;;Fábrica de Armas Alpha;2518;29;0;;;;;;;
;;;;Skelly;2522;21;3;;;;;;;
;;;;Star Wars 3 (On Line);2526;37;1;;;;;;;
;;;;Rifle blaster E-22;2526;16;1;;;;;;;
;;;;Jacen Syndulla;2527;33;3;;;;;;;
;;;;Clone Troopers;2528;15;2;;;;;;;
;;;;Guardiões dos Whills (romance);2530;32;1;;;;;;;
;;;;Sombras do Império (trilha sonora);2535;12;2;;;;;;;
;;;;Batalha de Bothawui;2539;26;2;;;;;;;
;;;;The Star Wars Holiday Special;2540;12;2;;;;;;;
;;;;The Secrets of Star Wars: Shadows of the Empire;2541;24;2;;;;;;;
;;;;Star Wars Legends 6;2541;39;0;;;;;;;
;;;;Republic Commando: True Colors;2542;25;1;;;;;;;
;;;;The History of the Mandalorians;2546;39;1;;;;;;;
;;;;Stormtrooper do Deserto;2546;31;1;;;;;;;
;;;;Guerras Clônicas Capítulo 17;2547;31;1;;;;;;;
;;;;Star Wars Miniatures: Rebel Storm;2548;62;1;;;;;;;
;;;;Star Wars: Guerras Clônicas: Volume Um;2551;47;1;;;;;;;
;;;;Star Wars Legends 4;2552;39;1;;;;;;;
;;;;Lobot;2554;39;5;;;;;;;
;;;;Transporte de Carga Blindado para Todo Terreno;2555;16;2;;;;;;;
;;;;Droide piloto Série RX;2555;25;2;;;;;;;
;;;;Sinjir Rath Velus;2557;40;3;;;;;;;
;;;;Yosh Calfor;2558;40;5;;;;;;;
;;;;Droide garçom SE8;2563;27;2;;;;;;;
;;;;Sistema Mustafar;2564;30;2;;;;;;;
;;;;Império Despedaçado_ Parte IV;2569;48;1;;;;;;;
;;;;Yendor;2572;46;6;;;;;;;
;;;;Star Wars Legends 5;2576;37;0;;;;;;;
;;;;Cylo;2576;43;5;;;;;;;
;;;;Rotta;2576;31;4;;;;;;;
;;;;Esterilização de Geonosis;2577;28;1;;;;;;;
;;;;Guerras Clônicas Capítulo 4;2581;33;1;;;;;;;
;;;;Granada de fragmentação C-25;2583;28;2;;;;;;;
;;;;Sands of Jakku;2585;20;1;;;;;;;
;;;;Star Wars 21 (On Line);2589;33;1;;;;;;;
;;;;Setor Moddell;2590;35;1;;;;;;;
;;;;Departamento de Polícia de Canto Bight;2591;17;1;;;;;;;
;;;;Finch Dallow;2592;27;3;;;;;;;
;;;;Orto Plutonia;2594;18;1;;;;;;;
;;;;Bolo;2602;33;1;;;;;;;
;;;;61ª Infantaria Móvel;2604;28;1;;;;;;;
;;;;LS-607;2607;27;3;;;;;;;
;;;;Star Wars 6 (Ediouro);2610;29;1;;;;;;;
;;;;Guerras Clônicas Capítulo 14;2610;31;1;;;;;;;
;;;;Greg Pak;2612;11;0;;;;;;;
;;;;Gatalenta;2615;23;2;;;;;;;
;;;;Star Wars: The Force Unleashed (linha de brinquedos);2617;35;2;;;;;;;
;;;;Star Wars Episódio I: O Dicionário Visual;2618;42;1;;;;;;;
;;;;Star Wars Episódio III: A Vingança dos Sith (novelização júnior);2618;27;1;;;;;;;
;;;;Duologia The Hand of Thrawn;2618;32;1;;;;;;;
;;;;Larma D'Acy;2626;25;3;;;;;;;
;;;;Aurora Escarlate;2628;24;1;;;;;;;
;;;;Darth Vader 4: Vader_ Parte IV;2629;39;1;;;;;;;
;;;;Esquadrão Cinza (Aliança Rebelde);2629;33;2;;;;;;;
;;;;Lor San Tekka;2631;38;3;;;;;;;
;;;;Segunda Batalha de Dathomir;2633;45;2;;;;;;;
;;;;David Prowse;2635;31;1;;;;;;;
;;;;Steen Borkas;2636;38;3;;;;;;;
;;;;Sistema Naboo;2638;29;2;;;;;;;
;;;;Qui-Gon Jinn: O Lado Sombrio;2640;32;2;;;;;;;
;;;;Rune Haako;2641;45;4;;;;;;;
;;;;Droide de batalha B1;2643;46;1;;;;;;;
;;;;Missão a Canto Bight;2644;41;1;;;;;;;
;;;;Forças Armadas da Nova República;2647;30;0;;;;;;;
;;;;Fragata classe Vakbeor;2647;18;1;;;;;;;
;;;;Deslizador Cantonica Zephyr GB-134;2648;17;1;;;;;;;
;;;;Bloqueio de Ferro;2648;36;0;;;;;;;
;;;;Cruzador classe Fogo Quasar;2648;12;0;;;;;;;
;;;;BB-8 Bandits;2652;28;2;;;;;;;
;;;;Sistema Bespin;2652;34;0;;;;;;;
;;;;Aldera;2655;36;2;;;;;;;
;;;;Cruzador MC75;2657;25;1;;;;;;;
;;;;Arsin Crassus;2663;41;5;;;;;;;
;;;;Anos 1940;2664;98;1;;;;;;;
;;;;Aniquilador (classe Executor);2664;23;2;;;;;;;
;;;;Terex;2665;47;4;;;;;;;
;;;;Star Wars 26: A Guerra Secreta de Yoda_ Parte I;2670;25;1;;;;;;;
;;;;Ushos O. Statura;2670;37;4;;;;;;;
;;;;Volt Cobra;2671;24;0;;;;;;;
;;;;Transporte T-6;2672;13;2;;;;;;;
;;;;Esquadrão Vermelho (Resistência);2673;24;0;;;;;;;
;;;;Karé Kun;2675;41;1;;;;;;;
;;;;Xbox 360;2676;32;1;;;;;;;
;;;;Star Wars: The Force Unleashed (trilha sonora);2677;21;3;;;;;;;
;;;;Inflictor;2682;27;2;;;;;;;
;;;;Batalha de Atollon;2682;48;1;;;;;;;
;;;;Fuga de Cyrkon;2689;28;1;;;;;;;
;;;;Edrison Peavey;2689;31;3;;;;;;;
;;;;Transporte de Tropas Atmosférico;2699;21;1;;;;;;;
;;;;Cassian Jeron Andor;2700;31;3;;;;;;;
;;;;Esquadrão Carmin (Resistência);2702;22;1;;;;;;;
;;;;Jocasta Nu;2715;38;3;;;;;;;
;;;;Roja;2718;31;2;;;;;;;
;;;;Tirra'Taka;2722;26;2;;;;;;;
;;;;Teth;2723;33;2;;;;;;;
;;;;Pináculo;2723;37;4;;;;;;;
;;;;Sequestro da Fragata Imperial pelo Ryloth Livre;2723;32;1;;;;;;;
;;;;Império Despedaçado_ Parte III;2724;65;1;;;;;;;
;;;;Winshur Bratt;2725;28;4;;;;;;;
;;;;Jessika Pava;2726;39;4;;;;;;;
;;;;Val;2726;19;3;;;;;;;
;;;;Star Wars: Invasão 0: Refugiados_ Prólogo;2731;25;1;;;;;;;
;;;;Naboo;2736;31;4;;;;;;;
;;;;Deserto de Jundland;2736;32;0;;;;;;;
;;;;Editora Abril;2738;43;1;;;;;;;
